Order ID,Amount,Profit,Quantity,Category,Sub-Category,Order Date,CustomerName,State,City,Profit Margin %,Order Month,Order Month Name,Order Year,Is Loss Making,Unit Price
B-25657,332.0,-43.0,6,Electronics,Phones,2018-05-13,Tulika,Madhya Pradesh,Bhopal,-12.95,2018-05-01,May-2018,2018,True,55.33
B-25657,288.0,-180.0,4,Furniture,Chairs,2018-05-13,Tulika,Madhya Pradesh,Bhopal,-62.5,2018-05-01,May-2018,2018,True,72.0
B-25658,27.0,9.0,2,Clothing,T-shirt,2018-05-14,Shefali,Rajasthan,Jaipur,33.33,2018-05-01,May-2018,2018,False,13.5
B-25659,148.0,72.0,7,Clothing,T-shirt,2018-05-15,Sanskriti,West Bengal,Kolkata,48.65,2018-05-01,May-2018,2018,False,21.14
B-25660,245.0,-78.0,3,Clothing,Saree,2018-05-16,Shruti,Karnataka,Bangalore,-31.84,2018-05-01,May-2018,2018,True,81.67
B-25661,19.0,-15.0,3,Clothing,Hankerchief,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,-78.95,2018-05-01,May-2018,2018,True,6.33
B-25661,224.0,-81.0,3,Furniture,Chairs,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,-36.16,2018-05-01,May-2018,2018,True,74.67
B-25661,58.0,-42.0,2,Furniture,Chairs,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,-72.41,2018-05-01,May-2018,2018,True,29.0
B-25661,145.0,-104.0,5,Furniture,Chairs,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,-71.72,2018-05-01,May-2018,2018,True,29.0
B-25661,55.0,-33.0,2,Furniture,Chairs,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,-60.0,2018-05-01,May-2018,2018,True,27.5
B-25661,7.0,-1.0,2,Clothing,Hankerchief,2018-05-17,Subhashree,Jammu and Kashmir,Kashmir,-14.29,2018-05-01,May-2018,2018,True,3.5
B-25662,24.0,-2.0,2,Clothing,T-shirt,2018-05-17,Sweta,Maharashtra,Mumbai,-8.33,2018-05-01,May-2018,2018,True,12.0
B-25662,86.0,-21.0,1,Electronics,Electronic Games,2018-05-17,Sweta,Maharashtra,Mumbai,-24.42,2018-05-01,May-2018,2018,True,86.0
B-25662,385.0,-77.0,11,Furniture,Furnishings,2018-05-17,Sweta,Maharashtra,Mumbai,-20.0,2018-05-01,May-2018,2018,True,35.0
B-25663,294.0,138.0,2,Electronics,Printers,2018-05-19,Pournamasi,Madhya Pradesh,Indore,46.94,2018-05-01,May-2018,2018,False,147.0
B-25664,444.0,-200.0,4,Electronics,Phones,2018-05-20,Pratyusmita,Bihar,Patna,-45.05,2018-05-01,May-2018,2018,True,111.0
B-25664,785.0,52.0,2,Electronics,Phones,2018-05-20,Pratyusmita,Bihar,Patna,6.62,2018-05-01,May-2018,2018,False,392.5
B-25664,258.0,-27.0,2,Electronics,Phones,2018-05-20,Pratyusmita,Bihar,Patna,-10.47,2018-05-01,May-2018,2018,True,129.0
B-25664,83.0,-48.0,1,Furniture,Bookcases,2018-05-20,Pratyusmita,Bihar,Patna,-57.83,2018-05-01,May-2018,2018,True,83.0
B-25665,166.0,-113.0,4,Electronics,Accessories,2018-05-21,Chayanika,Kerala,Thiruvananthapuram,-68.07,2018-05-01,May-2018,2018,True,41.5
B-25666,934.0,-916.0,7,Electronics,Electronic Games,2018-05-22,Tanvi,Punjab,Chandigarh,-98.07,2018-05-01,May-2018,2018,True,133.43
B-25667,11.0,-2.0,4,Clothing,Hankerchief,2018-05-23,Anjali,Haryana,Chandigarh,-18.18,2018-05-01,May-2018,2018,True,2.75
B-25667,41.0,6.0,5,Clothing,Skirt,2018-05-23,Anjali,Haryana,Chandigarh,14.63,2018-05-01,May-2018,2018,False,8.2
B-25667,344.0,-34.0,3,Clothing,Saree,2018-05-23,Anjali,Haryana,Chandigarh,-9.88,2018-05-01,May-2018,2018,True,114.67
B-25667,1030.0,206.0,8,Electronics,Printers,2018-05-23,Anjali,Haryana,Chandigarh,20.0,2018-05-01,May-2018,2018,False,128.75
B-25667,516.0,69.0,4,Furniture,Bookcases,2018-05-23,Anjali,Haryana,Chandigarh,13.37,2018-05-01,May-2018,2018,False,129.0
B-25668,123.0,17.0,3,Furniture,Furnishings,2018-05-24,Rhea,Himachal Pradesh,Simla,13.82,2018-05-01,May-2018,2018,False,41.0
B-25669,610.0,-66.0,2,Furniture,Tables,2018-05-25,Piyali,Sikkim,Gangtok,-10.82,2018-05-01,May-2018,2018,True,305.0
B-25670,74.0,29.0,3,Clothing,Stole,2018-05-25,Charika,Goa,Goa,39.19,2018-05-01,May-2018,2018,False,24.67
B-25670,24.0,1.0,2,Clothing,Hankerchief,2018-05-25,Charika,Goa,Goa,4.17,2018-05-01,May-2018,2018,False,12.0
B-25670,14.0,2.0,1,Clothing,Hankerchief,2018-05-25,Charika,Goa,Goa,14.29,2018-05-01,May-2018,2018,False,14.0
B-25670,656.0,-36.0,2,Furniture,Bookcases,2018-05-25,Charika,Goa,Goa,-5.49,2018-05-01,May-2018,2018,True,328.0
B-25671,832.0,0.0,3,Clothing,Trousers,2018-05-27,Mitali,Nagaland,Kohima,0.0,2018-05-01,May-2018,2018,False,277.33
B-25672,27.0,-15.0,1,Clothing,Stole,2018-05-28,Akanksha,Andhra Pradesh,Hyderabad,-55.56,2018-05-01,May-2018,2018,True,27.0
B-25673,143.0,-124.0,5,Clothing,Saree,2018-05-28,Arsheen,Gujarat,Ahmedabad,-86.71,2018-05-01,May-2018,2018,True,28.6
B-25673,44.0,-17.0,5,Clothing,Saree,2018-05-28,Arsheen,Gujarat,Ahmedabad,-38.64,2018-05-01,May-2018,2018,True,8.8
B-25673,45.0,-2.0,4,Clothing,Shirt,2018-05-28,Arsheen,Gujarat,Ahmedabad,-4.44,2018-05-01,May-2018,2018,True,11.25
B-25673,16.0,-1.0,1,Clothing,Saree,2018-05-28,Arsheen,Gujarat,Ahmedabad,-6.25,2018-05-01,May-2018,2018,True,16.0
B-25673,37.0,-5.0,3,Clothing,T-shirt,2018-05-28,Arsheen,Gujarat,Ahmedabad,-13.51,2018-05-01,May-2018,2018,True,12.33
B-25674,17.0,-12.0,5,Clothing,Skirt,2018-05-28,Mahima,Maharashtra,Pune,-70.59,2018-05-01,May-2018,2018,True,3.4
B-25675,929.0,-93.0,9,Clothing,Saree,2018-05-31,Shreya,Madhya Pradesh,Bhopal,-10.01,2018-05-01,May-2018,2018,True,103.22
B-25676,342.0,-103.0,4,Electronics,Electronic Games,2018-06-01,Chandni,Rajasthan,Jaipur,-30.12,2018-06-01,Jun-2018,2018,True,85.5
B-25676,1263.0,-56.0,5,Clothing,Trousers,2018-06-01,Chandni,Rajasthan,Jaipur,-4.43,2018-06-01,Jun-2018,2018,True,252.6
B-25676,674.0,-187.0,2,Furniture,Tables,2018-06-01,Chandni,Rajasthan,Jaipur,-27.74,2018-06-01,Jun-2018,2018,True,337.0
B-25676,32.0,6.0,3,Clothing,Shirt,2018-06-01,Chandni,Rajasthan,Jaipur,18.75,2018-06-01,Jun-2018,2018,False,10.67
B-25676,79.0,36.0,4,Clothing,Shirt,2018-06-01,Chandni,Rajasthan,Jaipur,45.57,2018-06-01,Jun-2018,2018,False,19.75
B-25677,20.0,-2.0,1,Electronics,Accessories,2018-06-02,Ekta,West Bengal,Kolkata,-10.0,2018-06-01,Jun-2018,2018,True,20.0
B-25678,64.0,-7.0,3,Clothing,Saree,2018-06-03,Bathina,Karnataka,Bangalore,-10.94,2018-06-01,Jun-2018,2018,True,21.33
B-25678,7.0,-3.0,2,Clothing,Skirt,2018-06-03,Bathina,Karnataka,Bangalore,-42.86,2018-06-01,Jun-2018,2018,True,3.5
B-25678,327.0,-39.0,1,Electronics,Phones,2018-06-03,Bathina,Karnataka,Bangalore,-11.93,2018-06-01,Jun-2018,2018,True,327.0
B-25678,27.0,-25.0,2,Clothing,Shirt,2018-06-03,Bathina,Karnataka,Bangalore,-92.59,2018-06-01,Jun-2018,2018,True,13.5
B-25679,76.0,-50.0,1,Clothing,Saree,2018-06-04,Avni,Maharashtra,Mumbai,-65.79,2018-06-01,Jun-2018,2018,True,76.0
B-25680,73.0,-25.0,3,Clothing,Saree,2018-06-04,Aayushi,Madhya Pradesh,Indore,-34.25,2018-06-01,Jun-2018,2018,True,24.33
B-25681,68.0,-27.0,3,Electronics,Accessories,2018-06-04,Bhawna,Madhya Pradesh,Indore,-39.71,2018-06-01,Jun-2018,2018,True,22.67
B-25681,523.0,204.0,7,Clothing,Trousers,2018-06-04,Bhawna,Madhya Pradesh,Indore,39.01,2018-06-01,Jun-2018,2018,False,74.71
B-25681,44.0,-3.0,1,Clothing,Saree,2018-06-04,Bhawna,Madhya Pradesh,Indore,-6.82,2018-06-01,Jun-2018,2018,True,44.0
B-25681,243.0,-14.0,2,Furniture,Chairs,2018-06-04,Bhawna,Madhya Pradesh,Indore,-5.76,2018-06-01,Jun-2018,2018,True,121.5
B-25681,1625.0,-77.0,3,Electronics,Phones,2018-06-04,Bhawna,Madhya Pradesh,Indore,-4.74,2018-06-01,Jun-2018,2018,True,541.67
B-25681,1096.0,-658.0,7,Electronics,Electronic Games,2018-06-04,Bhawna,Madhya Pradesh,Indore,-60.04,2018-06-01,Jun-2018,2018,True,156.57
B-25682,545.0,-73.0,11,Electronics,Phones,2018-06-07,Krutika,Bihar,Patna,-13.39,2018-06-01,Jun-2018,2018,True,49.55
B-25683,433.0,26.0,3,Electronics,Printers,2018-06-08,Shreya,Kerala,Thiruvananthapuram,6.0,2018-06-01,Jun-2018,2018,False,144.33
B-25683,245.0,-3.0,4,Electronics,Phones,2018-06-08,Shreya,Kerala,Thiruvananthapuram,-1.22,2018-06-01,Jun-2018,2018,True,61.25
B-25683,155.0,56.0,3,Furniture,Furnishings,2018-06-08,Shreya,Kerala,Thiruvananthapuram,36.13,2018-06-01,Jun-2018,2018,False,51.67
B-25683,148.0,52.0,5,Clothing,Stole,2018-06-08,Shreya,Kerala,Thiruvananthapuram,35.14,2018-06-01,Jun-2018,2018,False,29.6
B-25683,86.0,-55.0,6,Clothing,Saree,2018-06-08,Shreya,Kerala,Thiruvananthapuram,-63.95,2018-06-01,Jun-2018,2018,True,14.33
B-25684,134.0,42.0,2,Furniture,Chairs,2018-06-09,Samiksha,Maharashtra,Mumbai,31.34,2018-06-01,Jun-2018,2018,False,67.0
B-25685,51.0,7.0,2,Furniture,Furnishings,2018-06-10,Sheetal,Madhya Pradesh,Indore,13.73,2018-06-01,Jun-2018,2018,False,25.5
B-25685,529.0,137.0,3,Electronics,Phones,2018-06-10,Sheetal,Madhya Pradesh,Indore,25.9,2018-06-01,Jun-2018,2018,False,176.33
B-25685,264.0,-30.0,3,Furniture,Furnishings,2018-06-10,Sheetal,Madhya Pradesh,Indore,-11.36,2018-06-01,Jun-2018,2018,True,88.0
B-25685,45.0,-2.0,4,Clothing,Shirt,2018-06-10,Sheetal,Madhya Pradesh,Indore,-4.44,2018-06-01,Jun-2018,2018,True,11.25
B-25686,381.0,-13.0,2,Clothing,Saree,2018-06-11,Pooja,Himachal Pradesh,Simla,-3.41,2018-06-01,Jun-2018,2018,True,190.5
B-25686,332.0,-503.0,3,Electronics,Printers,2018-06-11,Pooja,Himachal Pradesh,Simla,-151.51,2018-06-01,Jun-2018,2018,True,110.67
B-25686,1829.0,-56.0,6,Furniture,Tables,2018-06-11,Pooja,Himachal Pradesh,Simla,-3.06,2018-06-01,Jun-2018,2018,True,304.83
B-25687,17.0,6.0,1,Clothing,Stole,2018-06-11,Sanjna,Maharashtra,Mumbai,35.29,2018-06-01,Jun-2018,2018,False,17.0
B-25687,357.0,139.0,2,Clothing,Saree,2018-06-11,Sanjna,Maharashtra,Mumbai,38.94,2018-06-01,Jun-2018,2018,False,178.5
B-25687,51.0,21.0,3,Clothing,T-shirt,2018-06-11,Sanjna,Maharashtra,Mumbai,41.18,2018-06-01,Jun-2018,2018,False,17.0
B-25687,387.0,-213.0,5,Clothing,Saree,2018-06-11,Sanjna,Maharashtra,Mumbai,-55.04,2018-06-01,Jun-2018,2018,True,77.4
B-25687,14.0,-1.0,4,Clothing,Kurti,2018-06-11,Sanjna,Maharashtra,Mumbai,-7.14,2018-06-01,Jun-2018,2018,True,3.5
B-25688,352.0,-345.0,5,Clothing,Saree,2018-06-11,Swetha,Madhya Pradesh,Indore,-98.01,2018-06-01,Jun-2018,2018,True,70.4
B-25689,469.0,-459.0,3,Electronics,Electronic Games,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,-97.87,2018-06-01,Jun-2018,2018,True,156.33
B-25689,97.0,17.0,2,Clothing,Stole,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,17.53,2018-06-01,Jun-2018,2018,False,48.5
B-25689,149.0,36.0,3,Clothing,Stole,2018-06-14,Bhaggyasree,Maharashtra,Mumbai,24.16,2018-06-01,Jun-2018,2018,False,49.67
B-25690,31.0,10.0,3,Clothing,Skirt,2018-06-15,Gunjan,Madhya Pradesh,Indore,32.26,2018-06-01,Jun-2018,2018,False,10.33
B-25691,714.0,56.0,4,Clothing,Saree,2018-06-16,Akancha,Maharashtra,Mumbai,7.84,2018-06-01,Jun-2018,2018,False,178.5
B-25691,75.0,-25.0,3,Clothing,Stole,2018-06-16,Akancha,Maharashtra,Mumbai,-33.33,2018-06-01,Jun-2018,2018,True,25.0
B-25691,17.0,-9.0,3,Clothing,Stole,2018-06-16,Akancha,Maharashtra,Mumbai,-52.94,2018-06-01,Jun-2018,2018,True,5.67
B-25692,141.0,28.0,7,Furniture,Furnishings,2018-06-17,Rashmi,Madhya Pradesh,Indore,19.86,2018-06-01,Jun-2018,2018,False,20.14
B-25693,76.0,-72.0,9,Clothing,Hankerchief,2018-06-18,Parna,Madhya Pradesh,Bhopal,-94.74,2018-06-01,Jun-2018,2018,True,8.44
B-25693,632.0,-316.0,6,Clothing,Saree,2018-06-18,Parna,Madhya Pradesh,Bhopal,-50.0,2018-06-01,Jun-2018,2018,True,105.33
B-25693,32.0,-16.0,6,Clothing,Saree,2018-06-18,Parna,Madhya Pradesh,Bhopal,-50.0,2018-06-01,Jun-2018,2018,True,5.33
B-25693,68.0,-30.0,1,Electronics,Phones,2018-06-18,Parna,Madhya Pradesh,Bhopal,-44.12,2018-06-01,Jun-2018,2018,True,68.0
B-25693,82.0,-39.0,5,Clothing,T-shirt,2018-06-18,Parna,Madhya Pradesh,Bhopal,-47.56,2018-06-01,Jun-2018,2018,True,16.4
B-25693,72.0,-49.0,1,Electronics,Phones,2018-06-18,Parna,Madhya Pradesh,Bhopal,-68.06,2018-06-01,Jun-2018,2018,True,72.0
B-25693,13.0,-13.0,2,Clothing,Skirt,2018-06-18,Parna,Madhya Pradesh,Bhopal,-100.0,2018-06-01,Jun-2018,2018,True,6.5
B-25694,167.0,43.0,7,Clothing,T-shirt,2018-06-18,Subhasmita,Rajasthan,Jaipur,25.75,2018-06-01,Jun-2018,2018,False,23.86
B-25695,171.0,14.0,9,Clothing,Shirt,2018-06-18,Suhani,West Bengal,Kolkata,8.19,2018-06-01,Jun-2018,2018,False,19.0
B-25696,117.0,-6.0,3,Electronics,Phones,2018-06-21,Noopur,Karnataka,Bangalore,-5.13,2018-06-01,Jun-2018,2018,True,39.0
B-25696,116.0,-4.0,1,Clothing,Saree,2018-06-21,Noopur,Karnataka,Bangalore,-3.45,2018-06-01,Jun-2018,2018,True,116.0
B-25696,887.0,80.0,3,Electronics,Printers,2018-06-21,Noopur,Karnataka,Bangalore,9.02,2018-06-01,Jun-2018,2018,False,295.67
B-25696,275.0,-275.0,4,Clothing,Saree,2018-06-21,Noopur,Karnataka,Bangalore,-100.0,2018-06-01,Jun-2018,2018,True,68.75
B-25696,44.0,7.0,3,Clothing,Kurti,2018-06-21,Noopur,Karnataka,Bangalore,15.91,2018-06-01,Jun-2018,2018,False,14.67
B-25696,168.0,-9.0,3,Clothing,Saree,2018-06-21,Noopur,Karnataka,Bangalore,-5.36,2018-06-01,Jun-2018,2018,True,56.0
B-25697,114.0,8.0,3,Electronics,Accessories,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,7.02,2018-06-01,Jun-2018,2018,False,38.0
B-25697,1300.0,-16.0,8,Electronics,Printers,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,-1.23,2018-06-01,Jun-2018,2018,True,162.5
B-25697,4.0,-3.0,1,Clothing,Skirt,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,-75.0,2018-06-01,Jun-2018,2018,True,4.0
B-25697,73.0,-7.0,1,Electronics,Phones,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,-9.59,2018-06-01,Jun-2018,2018,True,73.0
B-25697,67.0,-42.0,3,Clothing,Stole,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,-62.69,2018-06-01,Jun-2018,2018,True,22.33
B-25697,322.0,-193.0,5,Electronics,Printers,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,-59.94,2018-06-01,Jun-2018,2018,True,64.4
B-25697,115.0,-39.0,3,Clothing,Trousers,2018-06-22,Vijay,Jammu and Kashmir,Kashmir,-33.91,2018-06-01,Jun-2018,2018,True,38.33
B-25698,87.0,-83.0,5,Clothing,Kurti,2018-06-23,Amisha,Tamil Nadu,Chennai,-95.4,2018-06-01,Jun-2018,2018,True,17.4
B-25698,27.0,-6.0,4,Clothing,Hankerchief,2018-06-23,Amisha,Tamil Nadu,Chennai,-22.22,2018-06-01,Jun-2018,2018,True,6.75
B-25698,207.0,-153.0,3,Clothing,Saree,2018-06-23,Amisha,Tamil Nadu,Chennai,-73.91,2018-06-01,Jun-2018,2018,True,69.0
B-25698,516.0,-392.0,8,Furniture,Chairs,2018-06-23,Amisha,Tamil Nadu,Chennai,-75.97,2018-06-01,Jun-2018,2018,True,64.5
B-25698,7.0,-2.0,1,Clothing,Hankerchief,2018-06-23,Amisha,Tamil Nadu,Chennai,-28.57,2018-06-01,Jun-2018,2018,True,7.0
B-25698,65.0,-16.0,2,Electronics,Phones,2018-06-23,Amisha,Tamil Nadu,Chennai,-24.62,2018-06-01,Jun-2018,2018,True,32.5
B-25699,20.0,-22.0,1,Furniture,Furnishings,2018-06-24,Kritika,Uttar Pradesh,Lucknow,-110.0,2018-06-01,Jun-2018,2018,True,20.0
B-25699,49.0,-31.0,2,Clothing,Stole,2018-06-24,Kritika,Uttar Pradesh,Lucknow,-63.27,2018-06-01,Jun-2018,2018,True,24.5
B-25699,34.0,-13.0,5,Clothing,Leggings,2018-06-24,Kritika,Uttar Pradesh,Lucknow,-38.24,2018-06-01,Jun-2018,2018,True,6.8
B-25699,21.0,-5.0,1,Electronics,Accessories,2018-06-24,Kritika,Uttar Pradesh,Lucknow,-23.81,2018-06-01,Jun-2018,2018,True,21.0
B-25700,129.0,-75.0,5,Clothing,Shirt,2018-06-25,Shubhi,Maharashtra,Mumbai,-58.14,2018-06-01,Jun-2018,2018,True,25.8
B-25700,44.0,-32.0,3,Clothing,Stole,2018-06-25,Shubhi,Maharashtra,Mumbai,-72.73,2018-06-01,Jun-2018,2018,True,14.67
B-25700,7.0,-3.0,2,Clothing,Hankerchief,2018-06-25,Shubhi,Maharashtra,Mumbai,-42.86,2018-06-01,Jun-2018,2018,True,3.5
B-25701,10.0,-8.0,2,Clothing,Skirt,2018-06-26,Maithilee,Madhya Pradesh,Indore,-80.0,2018-06-01,Jun-2018,2018,True,5.0
B-25701,33.0,-29.0,3,Clothing,Shirt,2018-06-26,Maithilee,Madhya Pradesh,Indore,-87.88,2018-06-01,Jun-2018,2018,True,11.0
B-25701,98.0,-45.0,2,Furniture,Chairs,2018-06-26,Maithilee,Madhya Pradesh,Indore,-45.92,2018-06-01,Jun-2018,2018,True,49.0
B-25701,33.0,-12.0,5,Clothing,Hankerchief,2018-06-26,Maithilee,Madhya Pradesh,Indore,-36.36,2018-06-01,Jun-2018,2018,True,6.6
B-25702,75.0,0.0,3,Clothing,Shirt,2018-06-27,Shaily,Maharashtra,Mumbai,0.0,2018-06-01,Jun-2018,2018,False,25.0
B-25702,424.0,-17.0,9,Furniture,Chairs,2018-06-27,Shaily,Maharashtra,Mumbai,-4.01,2018-06-01,Jun-2018,2018,True,47.11
B-25702,31.0,-3.0,4,Clothing,Saree,2018-06-27,Shaily,Maharashtra,Mumbai,-9.68,2018-06-01,Jun-2018,2018,True,7.75
B-25702,941.0,-203.0,3,Furniture,Tables,2018-06-27,Shaily,Maharashtra,Mumbai,-21.57,2018-06-01,Jun-2018,2018,True,313.67
B-25702,306.0,-147.0,3,Clothing,Saree,2018-06-27,Shaily,Maharashtra,Mumbai,-48.04,2018-06-01,Jun-2018,2018,True,102.0
B-25703,42.0,-23.0,2,Furniture,Furnishings,2018-06-28,Ekta,Madhya Pradesh,Indore,-54.76,2018-06-01,Jun-2018,2018,True,21.0
B-25703,17.0,-3.0,2,Clothing,Stole,2018-06-28,Ekta,Madhya Pradesh,Indore,-17.65,2018-06-01,Jun-2018,2018,True,8.5
B-25703,32.0,-5.0,5,Clothing,Hankerchief,2018-06-28,Ekta,Madhya Pradesh,Indore,-15.62,2018-06-01,Jun-2018,2018,True,6.4
B-25703,231.0,-190.0,9,Clothing,Hankerchief,2018-06-28,Ekta,Madhya Pradesh,Indore,-82.25,2018-06-01,Jun-2018,2018,True,25.67
B-25703,22.0,-15.0,4,Clothing,Kurti,2018-06-28,Ekta,Madhya Pradesh,Indore,-68.18,2018-06-01,Jun-2018,2018,True,5.5
B-25703,97.0,-45.0,4,Clothing,Saree,2018-06-28,Ekta,Madhya Pradesh,Indore,-46.39,2018-06-01,Jun-2018,2018,True,24.25
B-25703,47.0,-27.0,4,Clothing,Saree,2018-06-28,Ekta,Madhya Pradesh,Indore,-57.45,2018-06-01,Jun-2018,2018,True,11.75
B-25703,186.0,-141.0,9,Clothing,Shirt,2018-06-28,Ekta,Madhya Pradesh,Indore,-75.81,2018-06-01,Jun-2018,2018,True,20.67
B-25704,126.0,-63.0,3,Electronics,Accessories,2018-06-29,Riya,Maharashtra,Mumbai,-50.0,2018-06-01,Jun-2018,2018,True,42.0
B-25704,102.0,0.0,3,Electronics,Phones,2018-06-29,Riya,Maharashtra,Mumbai,0.0,2018-06-01,Jun-2018,2018,False,34.0
B-25705,46.0,0.0,2,Electronics,Electronic Games,2018-06-30,Shweta,Madhya Pradesh,Indore,0.0,2018-06-01,Jun-2018,2018,False,23.0
B-25706,31.0,-11.0,4,Clothing,Stole,2018-07-01,Swetlana,Goa,Goa,-35.48,2018-07-01,Jul-2018,2018,True,7.75
B-25707,8.0,-6.0,1,Clothing,Stole,2018-07-01,Shivani,Maharashtra,Mumbai,-75.0,2018-07-01,Jul-2018,2018,True,8.0
B-25708,191.0,13.0,8,Furniture,Furnishings,2018-07-01,Kishwar,Madhya Pradesh,Indore,6.81,2018-07-01,Jul-2018,2018,False,23.88
B-25708,709.0,-100.0,5,Electronics,Phones,2018-07-01,Kishwar,Madhya Pradesh,Indore,-14.1,2018-07-01,Jul-2018,2018,True,141.8
B-25708,81.0,-51.0,7,Clothing,Stole,2018-07-01,Kishwar,Madhya Pradesh,Indore,-62.96,2018-07-01,Jul-2018,2018,True,11.57
B-25708,32.0,-8.0,2,Clothing,Stole,2018-07-01,Kishwar,Madhya Pradesh,Indore,-25.0,2018-07-01,Jul-2018,2018,True,16.0
B-25709,33.0,-12.0,7,Clothing,Saree,2018-07-01,Aakanksha,Madhya Pradesh,Indore,-36.36,2018-07-01,Jul-2018,2018,True,4.71
B-25709,41.0,-6.0,1,Furniture,Chairs,2018-07-01,Aakanksha,Madhya Pradesh,Indore,-14.63,2018-07-01,Jul-2018,2018,True,41.0
B-25710,216.0,-38.0,6,Furniture,Furnishings,2018-07-05,Megha,Maharashtra,Pune,-17.59,2018-07-01,Jul-2018,2018,True,36.0
B-25710,616.0,-69.0,7,Furniture,Furnishings,2018-07-05,Megha,Maharashtra,Pune,-11.2,2018-07-01,Jul-2018,2018,True,88.0
B-25710,10.0,-1.0,1,Clothing,Leggings,2018-07-05,Megha,Maharashtra,Pune,-10.0,2018-07-01,Jul-2018,2018,True,10.0
B-25710,25.0,0.0,4,Clothing,Skirt,2018-07-05,Megha,Maharashtra,Pune,0.0,2018-07-01,Jul-2018,2018,False,6.25
B-25710,53.0,-18.0,4,Clothing,T-shirt,2018-07-05,Megha,Maharashtra,Pune,-33.96,2018-07-01,Jul-2018,2018,True,13.25
B-25710,13.0,-8.0,1,Clothing,T-shirt,2018-07-05,Megha,Maharashtra,Pune,-61.54,2018-07-01,Jul-2018,2018,True,13.0
B-25711,100.0,-58.0,4,Clothing,Hankerchief,2018-07-06,Sakshi,Madhya Pradesh,Bhopal,-58.0,2018-07-01,Jul-2018,2018,True,25.0
B-25712,193.0,-275.0,3,Electronics,Phones,2018-07-07,Adhvaita,Rajasthan,Jaipur,-142.49,2018-07-01,Jul-2018,2018,True,64.33
B-25713,158.0,-63.0,4,Furniture,Chairs,2018-07-08,Raksha,West Bengal,Kolkata,-39.87,2018-07-01,Jul-2018,2018,True,39.5
B-25714,11.0,-5.0,2,Clothing,Hankerchief,2018-07-09,Stuti,Karnataka,Bangalore,-45.45,2018-07-01,Jul-2018,2018,True,5.5
B-25714,340.0,20.0,7,Clothing,Shirt,2018-07-09,Stuti,Karnataka,Bangalore,5.88,2018-07-01,Jul-2018,2018,False,48.57
B-25715,416.0,137.0,3,Electronics,Phones,2018-07-10,Srishti,Jammu and Kashmir,Kashmir,32.93,2018-07-01,Jul-2018,2018,False,138.67
B-25716,58.0,0.0,4,Clothing,Saree,2018-07-11,Surabhi,Tamil Nadu,Chennai,0.0,2018-07-01,Jul-2018,2018,False,14.5
B-25717,561.0,212.0,3,Clothing,Saree,2018-07-12,Manshul,Uttar Pradesh,Lucknow,37.79,2018-07-01,Jul-2018,2018,False,187.0
B-25717,138.0,-3.0,5,Clothing,Saree,2018-07-12,Manshul,Uttar Pradesh,Lucknow,-2.17,2018-07-01,Jul-2018,2018,True,27.6
B-25717,90.0,17.0,3,Clothing,Shirt,2018-07-12,Manshul,Uttar Pradesh,Lucknow,18.89,2018-07-01,Jul-2018,2018,False,30.0
B-25717,55.0,-33.0,2,Furniture,Chairs,2018-07-12,Manshul,Uttar Pradesh,Lucknow,-60.0,2018-07-01,Jul-2018,2018,True,27.5
B-25718,371.0,115.0,1,Furniture,Bookcases,2018-07-12,Anjali,Maharashtra,Mumbai,31.0,2018-07-01,Jul-2018,2018,False,371.0
B-25718,460.0,31.0,3,Furniture,Bookcases,2018-07-12,Anjali,Maharashtra,Mumbai,6.74,2018-07-01,Jul-2018,2018,False,153.33
B-25719,29.0,10.0,2,Clothing,Stole,2018-07-12,Rashmi,Madhya Pradesh,Indore,34.48,2018-07-01,Jul-2018,2018,False,14.5
B-25720,30.0,-35.0,1,Furniture,Chairs,2018-07-15,Namrata,Punjab,Chandigarh,-116.67,2018-07-01,Jul-2018,2018,True,30.0
B-25721,29.0,-18.0,7,Clothing,Skirt,2018-07-16,Anchal,Haryana,Chandigarh,-62.07,2018-07-01,Jul-2018,2018,True,4.14
B-25721,191.0,51.0,5,Clothing,Shirt,2018-07-16,Anchal,Haryana,Chandigarh,26.7,2018-07-01,Jul-2018,2018,False,38.2
B-25721,149.0,-40.0,2,Electronics,Phones,2018-07-16,Anchal,Haryana,Chandigarh,-26.85,2018-07-01,Jul-2018,2018,True,74.5
B-25722,48.0,-8.0,8,Clothing,Stole,2018-07-17,Inderpreet,Himachal Pradesh,Simla,-16.67,2018-07-01,Jul-2018,2018,True,6.0
B-25723,26.0,-24.0,1,Clothing,Stole,2018-07-18,Wale,Maharashtra,Mumbai,-92.31,2018-07-01,Jul-2018,2018,True,26.0
